Category,Description,Data.Carbohydrate,Data.Kilocalories,Data.Protein,Data.Fat.Total Lipid
COOKIES,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/MARGARINE",58.4,488,5.7,28.3
COOKIES,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG",70.67,469,5.61,19.78
COOKIES,"COOKIES,CHOC SNDWCH,W/CREME FILLING,REG,CHOCOLATE-COATED",66.1,481,3.6,26.4
COOKIES,"COOKIES,CHOC SNDWCH,W/EX CREME FILLING",68.2,497,4.33,24.52
COOKIES,"COOKIES,COCNT MACAROONS,PREP FROM RECIPE",72.2,404,3.6,12.7
COOKIES,"COOKIES,FIG BARS",70.9,348,3.7,7.3
COOKIES,"COOKIES,FORTUNE",84.0,378,4.2,2.7
COOKIES,"COOKIES,GINGERSNAPS",76.9,416,5.6,9.8
COOKIES,"COOKIES,GRAHAM CRACKERS,PLN OR HONEY (INCL CINN)",76.8,423,6.9,10.1
COOKIES,"COOKIES,GRAHAM CRACKERS,CHOCOLATE-COATED",66.5,484,5.8,23.2
COOKIES,"COOKIES,LADYFINGERS,W/LEMON JUC&RIND",59.7,365,10.6,9.1
COOKIES,"COOKIES,MARSHMLLW,CHOCOLATE-COATED (INCL MARSHMLLW PIES)",67.7,421,4.0,16.9
COOKIES,"COOKIES,MOLASSES",73.8,430,5.6,12.8
COOKIES,"COOKIES,OATMEAL,COMMLY PREP,REG",68.7,450,6.2,18.1
COOKIES,"COOKIES,OATMEAL,COMMLY PREP,SOFT-TYPE",65.7,409,6.1,14.7
COOKIES,"COOKIES,OATMEAL,DRY MIX",67.3,462,6.5,19.2
COOKIES,"COOKIES,OATMEAL,REFR DOUGH",59.1,424,5.4,18.9
COOKIES,"COOKIES,OATMEAL,REFR DOUGH,BKD",65.7,471,6.0,21.0
COOKIES,"COOKIES,OATMEAL,PREP FROM RECIPE,W/RAISINS",68.4,435,6.5,16.2
COOKIES,"COOKIES,PNUT BUTTER,COMMLY PREP,REG",58.9,477,9.6,23.6
COOKIES,"COOKIES,PNUT BUTTER,COMMLY PREP,SOFT-TYPE",57.7,457,5.3,24.4
COOKIES,"COOKIES,PNUT BUTTER,REFR DOUGH",52.1,458,8.2,25.0
COOKIES,"COOKIES,PNUT BUTTER,REFR DOUGH,BKD",57.3,503,9.1,27.5
COOKIES,"COOKIES,PNUT BUTTER,PREP FROM RECIPE",58.9,475,9.0,23.8
COOKIES,"COOKIES,PNUT BUTTER SNDWCH,REG",65.6,478,8.8,21.1
COOKIES,"COOKIES,RAISIN,SOFT-TYPE",68.0,401,4.1,13.6
COOKIES,"COOKIES,SHORTBREAD,COMMLY PREP,PLN",64.5,502,6.1,24.1
COOKIES,"COOKIES,SHORTBREAD,COMMLY PREP,PECAN",58.3,542,4.9,32.5
COOKIES,"COOKIES,BROWNIES,DRY MIX,SPL DIETARY",80.4,426,2.9,12.5
COOKIES,"COOKIES,BROWNIES,DRY MIX,SPL DIETARY,PREP",71.3,384,3.8,11.1
COOKIES,"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY",73.4,450,3.9,16.8
COOKIES,"COOKIES,CHOC SNDWCH,W/CREME FILLING,SPL DIETARY",67.7,461,4.5,22.1
COOKIES,"COOKIES,OATMEAL,COMMLY PREP,SPL DIETARY",69.9,449,4.8,18.0
COOKIES,"COOKIES,PNUT BUTTER SNDWCH,SPL DIETARY",50.8,535,10.0,34.0
COOKIES,"COOKIES,SUGAR WAFERS W/CREME FILLING,SPL DIETARY",66.0,502,3.1,25.7
COOKIES,"COOKIES,SUGAR,COMMLY PREP,SPL DIETARY",76.8,431,4.1,13.0
COOKIES,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)",67.9,478,5.1,21.1
COOKIES,"COOKIES,SUGAR,REFR DOUGH",59.0,436,4.2,20.7
COOKIES,"COOKIES,SUGAR,REFR DOUGH,BKD",65.6,484,4.7,23.1
COOKIES,"COOKIES,SUGAR,PREP FROM RECIPE,MADE W/MARGARINE",60.0,472,5.9,23.4
COOKIES,"COOKIES,SUGAR WAFERS W/CREME FILLING,REG",70.1,511,4.1,24.3
COOKIES,"COOKIES,VANILLA SNDWCH W/CREME FILLING",72.1,483,4.5,20.0
PUFF PASTRY,"PUFF PASTRY,FRZ,RTB,BKD",45.7,558,7.4,38.5
COOKIES,"COOKIES,VANILLA WAFERS,LOWER FAT",73.6,441,5.0,15.2
COOKIES,"COOKIES,VANILLA WAFERS,HIGHER FAT",71.1,473,4.3,19.4
CRACKERS,"CRACKERS,CHEESE,REGULAR",58.2,503,10.1,25.3
CRACKERS,"CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING",56.74,496,12.41,25.12
CRACKERS,"CRACKERS,CRISPBREAD,RYE",82.2,366,7.9,1.3
CRACKERS,"CRACKERS,MATZO,PLAIN",83.7,395,10.0,1.4
CRACKERS,"CRACKERS,MATZO,EGG",78.6,391,12.3,2.1
CRACKERS,"CRACKERS,MATZO,WHOLE-WHEAT",78.9,351,13.1,1.5
CRACKERS,"CRACKERS,MELBA TOAST,PLN",76.6,390,12.1,3.2
CRACKERS,"CRACKERS,MELBA TOAST,RYE (INCL PUMPERNICKEL)",77.3,389,11.6,3.4
CRACKERS,"CRACKERS,MELBA TOAST,WHEAT",76.4,374,12.9,2.3
CRACKERS,"CRACKERS,MILK",69.7,455,7.6,15.8
CRACKERS,"CRACKERS,RUSK TOAST",72.3,407,13.5,7.2
CRACKERS,"CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING",60.8,481,9.2,22.3
CRACKERS,"CRACKERS,RYE,WAFERS,PLAIN",80.4,334,9.6,0.9
CRACKERS,"CRACKERS,RYE,WAFERS,SEASONED",73.8,381,9.0,9.2
CRACKERS,"CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)",74.34,421,9.5,8.85
CRACKERS,"CRACKERS,STD SNACK-TYPE,REG",61.37,504,6.6,25.83
CRACKERS,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING",61.7,477,9.3,21.1
CRACKERS,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING",58.38,494,11.47,24.54
CRACKERS,"CRACKERS,WHEAT,REGULAR",64.9,474,8.6,20.6
CRACKERS,"CRACKERS,WHEAT,SNDWCH,W/CHS FILLING",58.2,497,9.8,25.0
CRACKERS,"CRACKERS,WHEAT,SNDWCH,W/PNUT BUTTER FILLING",53.8,495,13.5,26.7
CRACKERS,"CRACKERS,WHOLE-WHEAT",68.6,444,8.8,17.2
No Category,CRACKER MEAL,80.9,383,9.3,1.7
CREAM PUFFS,"CREAM PUFFS,PREP FROM RECIPE,SHELL (INCL ECLAIR)",22.8,362,9.0,25.9
CREAM PUFFS,"CREAM PUFFS,PREP FROM RECIPE,SHELL,W/CUSTARD FILLING",22.9,258,6.7,15.5
CROISSANTS,"CROISSANTS,BUTTER",45.8,406,8.2,21.0
CROISSANTS,"CROISSANTS,APPLE",37.1,254,7.4,8.7
CROISSANTS,"CROISSANTS,CHEESE",47.0,414,9.2,20.9
CROUTONS,"CROUTONS,PLAIN",73.5,407,11.9,6.6
CROUTONS,"CROUTONS,SEASONED",63.5,465,10.8,18.3
DANISH PASTRY,"DANISH PASTRY,CINN,ENR",44.6,403,7.0,22.4
DANISH PASTRY,"DANISH PASTRY,CHEESE",37.2,374,8.0,21.9
DANISH PASTRY,"DANISH PASTRY,FRUIT,ENR",47.8,371,5.4,18.5
DANISH PASTRY,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",45.7,430,7.1,25.2
Doughnuts,"Doughnuts, cake-type, plain (inc. unsugared, old-fashioned)",45.63,418,5.87,23.55
Doughnuts,"Doughnuts, cake-type, plain, chocolate-coated or frosted",51.33,452,4.93,25.25
DOUGHNUTS,"DOUGHNUTS,CAKE-TYPE,PLN,SUGARED OR GLAZED",50.8,426,5.2,22.9
DOUGHNUTS,"DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED",57.4,417,4.5,19.9
DOUGHNUTS,"DOUGHNUTS,CAKE-TYPE,WHEAT,SUGARED OR GLAZED",42.6,360,6.3,19.3
DOUGHNUTS,"DOUGHNUTS,FRENCH CRULLERS,GLAZED",59.5,412,3.1,18.3
DOUGHNUTS,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING",30.0,361,6.4,24.5
DOUGHNUTS,"DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)",50.64,399,6.21,19.1
DOUGHNUTS,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING",39.0,340,5.9,18.7
ECLAIRS,"ECLAIRS,CUSTARD-FILLED W/CHOC GLAZE,PREP FROM RECIPE",24.2,262,6.4,15.7
ENGLISH MUFFIN,"ENGLISH MUFFIN, PLN,ENCHED.W/CA PROP (INCLD SOURDOUGH)",44.17,227,8.87,1.69
ENGLISH,"ENGLISH,MUFFIN,PLN,TSTD,ENR,W/CA PROP(INCL SOURDOUGH)",52.65,270,10.32,2.02
ENGLISH MUFFINS,"ENGLISH MUFFINS,MIXED-GRAIN (INCL GRANOLA)",46.3,235,9.1,1.8
ENGLISH MUFFINS,"ENGLISH MUFFINS,MIXED-GRAIN,TSTD (INCL GRANOLA)",50.3,255,9.9,1.9
ENGLISH MUFFINS,"ENGLISH MUFFINS,RAISIN-CINNAMON (INCLUDES APPLE-CINNAMON)",48.1,240,7.91,1.8
ENGLISH MUFFINS,"ENGLISH MUFFINS,RAISIN-CINNAMON,TSTD (INCL APPLE-CINNAMON)",55.04,276,8.87,2.21
ENGLISH MUFFINS,"ENGLISH MUFFINS,WHEAT",44.8,223,8.7,2.0
ENGLISH MUFFINS,"ENGLISH MUFFINS,WHEAT,TSTD",48.7,243,9.4,2.1
ENGLISH MUFFINS,"ENGLISH MUFFINS,WHOLE-WHEAT",40.4,203,8.8,2.1
ENGLISH MUFFINS,"ENGLISH MUFFINS,WHOLE-WHEAT,TSTD",44.1,221,9.6,2.3
FRENCH TOAST,"FRENCH TOAST,FRZ,RTH",32.1,213,7.4,6.1
FRENCH TOAST,"FRENCH TOAST,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",25.0,229,7.7,10.8
HUSH PUPPIES,"HUSH PUPPIES,PREP FROM RECIPE",46.0,337,7.7,13.5
ICE CRM CONES,"ICE CRM CONES,CAKE OR WAFER-TYPE",79.0,417,8.1,6.9
ICE CRM CONES,"ICE CRM CONES,SUGAR,ROLLED-TYPE",84.1,402,7.9,3.8
MUFFINS,"MUFFINS,PLN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",41.4,296,6.9,11.4
MUFFINS,"MUFFINS,BLUEBERRY,COMMLY PREP (INCLUDES MINI-MUFFINS)",49.54,393,5.28,19.24
MUFFINS,"MUFFINS,BLUEBERRY,DRY MIX",63.2,366,4.9,10.0
MUFFINS,"MUFFINS,BLUEBERRY,TOASTER-TYPE",53.3,313,4.6,9.5
MUFFINS,"MUFFINS,BLUEBERRY,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",40.7,285,6.5,10.8
MUFFINS,"MUFFINS,CORN,COMMLY PREP",50.9,305,5.9,8.4
MUFFINS,"MUFFINS,CORN,DRY MIX,PREP",49.1,321,7.4,10.2
MUFFINS,"MUFFINS,CORN,TOASTER-TYPE",57.9,346,5.3,11.3
MUFFINS,"MUFFINS,CORN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",44.2,316,7.1,12.3
MUFFINS,"MUFFINS,OAT BRAN",48.3,270,7.0,7.4
MUFFINS,"MUFFINS,WHEAT BRAN,DRY MIX",73.0,396,7.1,12.0
MUFFINS,"MUFFINS,WHEAT BRAN,TOASTER-TYPE W/RAISINS",52.2,295,5.2,8.8
Pancakes plain,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",39.29,225,5.33,5.17
PANCAKES,"PANCAKES,PLN,DRY MIX,COMPLETE (INCL BTTRMLK)",71.3,376,10.1,4.9
PANCAKES,"PANCAKES,PLN,DRY MIX,COMPLETE,PREP",36.7,194,5.2,2.5
PANCAKES,"PANCAKES,PLN,DRY MIX,INCOMPLETE (INCL BTTRMLK)",73.6,355,10.0,1.7
PANCAKES,"PANCAKES,PLN,DRY MIX,INCOMPLETE,PREP",28.9,218,7.8,7.7
PANCAKES,"PANCAKES,PLN,PREP FROM RECIPE",28.3,227,6.4,9.7
PANCAKES,"PANCAKES,BLUEBERRY,PREP FROM RECIPE",29.0,222,6.1,9.2
PANCAKES,"PANCAKES,BUCKWHEAT,DRY MIX,INCOMPLETE",71.3,340,10.9,2.7
PANCAKES,"PANCAKES,SPL DIETARY,DRY MIX",73.9,349,8.9,1.4
PANCAKES,"PANCAKES,WHOLE-WHEAT,DRY MIX,INCOMPLETE",71.0,344,12.8,1.5
PANCAKES,"PANCAKES,WHOLE-WHEAT,DRY MIX,INCOMPLETE,PREP",29.4,208,8.5,6.5
PIE,"PIE,APPL,COMMLY PREP,ENR FLR",34.0,237,1.9,11.0
PIE,"PIE,APPL,PREP FROM RECIPE",37.1,265,2.4,12.5
PIE,"PIE,BANANA CRM,PREP FROM MIX,NO-BAKE TYPE",31.6,251,3.4,12.9
PIE,"PIE,BANANA CRM,PREP FROM RECIPE",32.9,269,4.4,13.6
PIE,"PIE,BLUEBERRY,COMMLY PREP",34.9,232,1.8,10.0
PIE,"PIE,BLUEBERRY,PREP FROM RECIPE",33.5,245,2.7,11.9
PIE,"PIE,CHERRY,COMMLY PREP",39.8,260,2.0,11.0
PIE,"PIE,CHERRY,PREP FROM RECIPE",38.5,270,2.8,12.2
PIE,"PIE,CHOC CREME,COMMLY PREP",33.6,304,2.6,19.4
PIE,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE",29.6,260,3.5,15.4
PIE,"PIE,COCNT CREME,COMMLY PREP",37.2,298,2.1,16.6
PIE,"PIE,COCNT CRM,PREP FROM MIX,NO-BAKE TYPE",28.5,276,2.8,17.6
PIE,"PIE,COCNT CUSTARD,COMMLY PREP",30.2,260,5.9,13.2
PIE,"PIE,EGG CUSTARD,COMMLY PREP",20.8,210,5.5,11.6
PIE,"PIE,FRIED PIES,FRUIT",42.6,316,3.0,16.1
PIE,"PIE,LEMON MERINGUE,COMMLY PREP",47.2,268,1.5,8.7
PIE,"PIE,LEMON MERINGUE,PREP FROM RECIPE",39.1,285,3.8,12.9
PIE,"PIE,MINCE,PREP FROM RECIPE",48.0,289,2.6,10.8
PIE,"PIE,PEACH",32.9,223,1.9,10.0
PIE,"PIE,PECAN,COMMLY PREP",59.61,407,4.5,16.69
PIE,"PIE,PECAN,PREP FROM RECIPE",52.2,412,4.9,22.2
PIE,"PIE,PUMPKIN,COMMLY PREP",34.83,243,3.9,9.75
PIE,"PIE,PUMPKIN,PREP FROM RECIPE",26.4,204,4.5,9.3
PIE,"PIE,VANILLA CRM,PREP FROM RECIPE",32.6,278,4.8,14.4
PIE CRUST,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,GRAHAM CRACKER,BKD",65.2,494,4.2,24.9
PIE CRUST,"PIE CRUST,STANDARD-TYPE,DRY MIX",52.1,518,6.9,31.4
PIE CRUST,"PIE CRUST,STANDARD-TYPE,DRY MIX,PREP,BKD",50.4,501,6.7,30.4
PIE CRUST,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR",48.62,457,6.16,26.07
PIE CRUST,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR,BKD",56.24,508,6.5,28.59
PIE CRUST,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,BKD",47.5,527,6.4,34.6
PUFF PASTRY,"PUFF PASTRY,FRZ,RTB",45.1,551,7.3,38.1
No Category,PHYLLO DOUGH,52.6,299,7.1,6.0
POPOVERS,"POPOVERS,DRY MIX,ENRICHED",71.0,371,10.4,4.3
ROLLS,"ROLLS, DINNER, PLN,COMM PREPARED (INC BROWN -N- SERVE)",52.04,310,10.86,6.47
ROLLS,"ROLLS,DINNER,EGG",52.0,307,9.5,6.4
ROLLS,"ROLLS,DINNER,OAT BRAN",40.2,236,9.5,4.6
ROLLS,"ROLLS,DINNER,RYE",53.1,286,10.3,3.4
ROLLS,"ROLLS,DINNER,WHEAT",46.0,273,8.6,6.3
ROLLS,"ROLLS,DINNER,WHOLE-WHEAT",51.1,266,8.7,4.7
ROLLS,"ROLLS,FRENCH",50.2,277,8.6,4.3
ROLLS,"ROLLS,HAMBURGER OR HOTDOG,PLN",49.45,279,9.5,4.33
ROLLS,"ROLLS,HAMBURGER OR HOTDOG,MIXED-GRAIN",44.6,263,9.6,6.0
ROLLS,"ROLLS,HAMBURGER OR HOTDOG,RED-CAL",42.1,196,8.3,2.0
ROLLS,"ROLLS,HARD (INCL KAISER)",52.7,293,9.9,4.3
STRUDEL,"STRUDEL,APPLE",41.1,274,3.3,11.2
SWEET ROLLS,"SWEET ROLLS,CHEESE",43.7,360,7.1,18.3
SWEET ROLLS,"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",50.9,372,6.2,16.4
SWEET ROLLS,"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG",51.6,333,5.0,12.2
SWEET ROLLS,"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG,BKD",56.1,362,5.4,13.2
TACO SHELLS,"TACO SHELLS, BAKED",62.72,467,7.08,20.83
TOASTER PASTRIES,"TOASTER PASTRIES,BROWN-SUGAR-CINNAMON",68.1,412,5.1,14.2
TOASTER PASTRIES,"TOASTER PASTRIES,FRUIT",69.23,391,4.67,10.56
TORTILLAS,"TORTILLAS,RTB OR -FRY,CORN",44.64,218,5.7,2.85
TORTILLAS,"TORTILLAS,RTB OR -FRY,FLR",51.35,312,8.29,7.75
WAFFLES,"WAFFLES,PLN,FRZ,RTH",42.98,285,6.47,9.7
WAFFLES,"WAFFLES,PLN,PREP FROM RECIPE",32.9,291,7.9,14.1
No Category,WONTON WRAPPERS (INCL EGG ROLL WRAPPERS),57.9,291,9.8,1.5
LEAVENING AGENTS,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,NA AL SULFATE",27.7,53,0.0,0.0
LEAVENING AGENTS,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,STRAIGHT PO4",24.1,51,0.1,0.0
LEAVENING AGENTS,"LEAVENING AGENTS,BAKING PDR,LOW-SODIUM",46.9,97,0.1,0.4
LEAVENING AGENTS,"LEAVENING AGENTS,BAKING SODA",0.0,0,0.0,0.0
LEAVENING AGENTS,"LEAVENING AGENTS,CRM OF TARTAR",61.5,258,0.0,0.0
LEAVENING AGENTS,"LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED",18.1,105,8.4,1.9
LEAVENING AGENTS,"LEAVENING AGENTS,YEAST,BAKER'S,ACTIVE DRY",38.2,295,38.3,4.6
BREAD CRUMBS,"BREAD CRUMBS,DRY,GRATED,SEASONED",68.49,383,14.13,5.48
COOKIES,"COOKIES,OATMEAL,PREP FROM RECIPE,WO/RAISINS",66.4,447,6.8,17.9
COOKIES,"COOKIES,CHOC CHIP,PREP FROM RECIPE,MADE W/BUTTER",58.2,488,5.7,28.4
BREAD,"BREAD,PROT,TSTD (INCL GLUTEN)",48.1,270,13.2,2.4
BREAD,"BREAD,RICE BRAN,TOASTED",47.3,264,9.7,5.0
BREAD,"BREAD,WHEAT GERM,TOASTED",54.3,293,10.7,3.3
MUFFINS,"MUFFINS,BLUEBERRY,TOASTER-TYPE,TSTD",56.7,333,4.9,10.1
MUFFINS,"MUFFINS,WHEAT BRAN,TOASTER-TYPE W/RAISINS,TSTD",55.5,313,5.5,9.4
PANCAKES,"PANCAKES,BTTRMLK,PREP FROM RECIPE",28.7,227,6.8,9.3
ROLLS,"ROLLS,DINNER,PLN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",53.4,316,8.5,7.3
PIE CRUST,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,CHOC WAFER,CHILLED",54.4,506,5.1,31.1
PIE CRUST,"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED",63.9,484,4.1,24.4
CRACKERS,"CRACKERS,MATZO,EGG&ONION",77.1,391,10.0,3.9
PIE CRUST,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",50.2,531,3.7,36.2
PIE CRUST,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,UNBAKED",42.3,469,5.7,30.8
WAFFLES,"WAFFLES,PLN,FRZ,READY -TO-HEAT,TSTD",49.29,312,7.19,9.61
BAGELS,"BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",53.4,275,10.5,1.6
BAGELS,"BAGELS,PLN,UNENR,W/CA PROP (INCL ONION,POPPY,SESAME)",53.4,275,10.5,1.6
BAGELS,"BAGELS,PLN,UNENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",53.4,275,10.5,1.6
BREAD,"BREAD,CORNBREAD,DRY MIX,UNENR (INCL CORN MUFFIN MIX)",69.5,418,7.0,12.2
BREAD,"BREAD,PITA,WHITE,UNENR",55.7,275,9.1,1.2
BREAD,"BREAD,RAISIN,UNENRICHED",52.3,274,7.9,4.4
BREAD,"BREAD,WHITE,COMMLY PREP,LO NA NO SALT",49.5,267,8.2,3.6
COFFEECAKE,"COFFEECAKE,CINN W/CRUMB TOPPING,COMMLY PREP,UNENR",46.7,418,6.8,23.3
CAKE,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,UNENR",52.5,389,5.2,17.9
CAKE,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,UNENR",81.0,423,3.9,9.5
CAKE,"CAKE,YEL,DRY MIX,REG,UNENR",78.1,432,4.4,11.6
COOKIES,"COOKIES,BUTTER,COMMLY PREP,UNENR",68.9,467,6.1,18.8
COOKIES,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,UNENR",66.8,481,5.4,22.6
COOKIES,"COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",59.7,365,10.6,9.1
CRACKERS,"CRACKERS,MELBA TOAST,PLN,WO/SALT",76.6,390,12.1,3.2
CRACKERS,"CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",74.34,421,9.5,8.85
CRACKERS,"CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)",71.5,434,9.2,11.8
CRACKERS,"CRACKERS,STD SNACK-TYPE,REG,LO SALT",61.0,502,7.4,25.3
CRACKERS,"CRACKERS,WHEAT,LOW SALT",64.9,473,8.6,20.6
CRACKERS,"CRACKERS,WHOLE-WHEAT,LO SALT",68.6,443,8.8,17.2
DANISH PASTRY,"DANISH PASTRY,CINN,UNENR",44.6,403,7.0,22.4
DANISH PASTRY,"DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)",47.8,371,5.4,18.5
BREAD,"BREAD,WHITE,COMMLY PREP,TSTD,LO NA NO SALT",54.4,293,9.0,4.0
DANISH PASTRY,"DANISH PASTRY,LEMON,UNENR",47.8,371,5.4,18.5
CRACKERS,"CRACKERS,CHS,LO NA",58.2,503,10.1,25.3
DANISH PASTRY,"DANISH PASTRY,RASPBERRY,UNENR",47.8,371,5.4,18.5
DOUGHNUTS,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)",44.3,403,6.4,22.8
ENGLISH MUFFINS,"ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)",46.0,235,7.7,1.8
ENGLISH MUFFINS,"ENGLISH MUFFINS,PLN,UNENR,W/CA PROP (INCL SOURDOUGH)",46.0,235,7.7,1.8
ENGLISH MUFFINS,"ENGLISH MUFFINS,PLN,UNENR,WO/CA PROP (INCL SOURDOUGH)",46.0,235,7.7,1.8
PIE,"PIE,APPL,COMMLY PREP,UNENR FLR",34.0,237,1.9,11.0
PIE,"PIE,FRIED PIES,CHERRY",42.6,316,3.0,16.1
PIE,"PIE,FRIED PIES,LEMON",42.6,316,3.0,16.1
PIE CRUST,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,UNENR",44.1,457,3.9,29.2
POPOVERS,"POPOVERS,DRY MIX,UNENR",71.0,371,10.4,4.3
TACO SHELLS,"TACO SHELLS,BKD,WO/ SALT",62.4,468,7.2,22.6
TORTILLAS,"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",46.6,222,5.7,2.5
TORTILLAS,"TORTILLAS,RTB OR -FRY,FLR,WO/ CA",55.6,325,8.7,7.1
CAKE,"CAKE,POUND,COMMLY PREP,FAT-FREE",61.0,283,5.4,1.2
CAKE,"CAKE,SNACK CAKES,CUPCAKES,CHOC,W/FRSTNG,LOW-FAT",67.2,305,4.3,3.7
CAKE,"CAKE,YELLOW,DRY MIX,LIGHT",84.1,404,4.7,5.5
COOKIES,"COOKIES,OATMEAL,COMMLY PREP,FAT-FREE",78.6,326,5.9,1.5
CRACKERS,"CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM",82.3,393,10.5,1.6
BREAKFAST TART,"BREAKFAST TART,LOFAT",76.8,372,3.99,5.99
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,APPL CINN",72.02,395,4.4,10.2
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",68.38,408,4.6,13.3
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",71.77,391,4.6,10.0
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",64.4,438,5.4,18.4
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",68.32,422,5.0,14.8
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POPTARTS,CHERRY",71.19,393,4.6,10.4
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",71.96,393,4.2,10.2
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",71.8,387,5.1,9.3
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOG POP TARTS,FRSTD CHOC VAN CRM",70.84,391,5.0,10.2
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD GRAPE",72.25,391,4.4,9.8
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",71.54,395,4.2,10.6
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",69.6,392,6.2,10.5
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",71.0,394,4.7,10.5
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",72.4,390,4.4,9.6
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",72.9,388,4.3,9.2
KELLOGG,"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD BROWN SUGAR CINN",78.3,376,4.7,5.5
KELLOGG,"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD CHOC FUDGE",76.0,366,5.1,5.8
